ID_Sesion,NivelEstudiante,Disciplina,FechaSesion,DuracionMinutos,TotalIndicaciones,TipoTarea,NivelAsistenciaIA,ResultadoFinal,UsadoNuevamente,CalificacionSatisfaccion
SESSION02372,Graduado,Psicología,2025-03-26,33.15,8,Ayuda con Tareas,2,Tarea Completada,True,2.7
SESSION02373,Universitario,Historia,2024-11-22,24.73,5,Lluvia de Ideas,4,Idea Rezagada,True,2.9
SESSION02375,Universitario,Biología,2024-08-20,19.66,5,Redacción,5,Tarea Completada,True,4.8
SESSION02376,Universitario,Psicología,2025-02-04,20.06,4,Ayuda con Tareas,2,Tarea Completada,True,1.7
SESSION02377,Universitario,Matemáticas,2025-03-01,28.4,9,Programación,5,Tarea Completada,True,4.9
SESSION02378,Graduado,Matemáticas,2024-12-31,36.32,8,Programación,3,Confundido,True,2.3
SESSION02379,Preparatoria,Ingeniería,2025-01-11,18.31,6,Estudio,3,Tarea Completada,True,1.9
SESSION02380,Universitario,Biología,2024-10-04,23.47,6,Ayuda con Tareas,2,Idea Rezagada,True,2.7
SESSION02382,Universitario,Biología,2025-05-20,4.52,1,Redacción,3,Idea Rezagada,True,3.3
SESSION02383,Universitario,Historia,2025-01-26,27.11,9,Estudio,4,Tarea Completada,True,3.2
SESSION02385,Universitario,Psicología,2024-06-30,5.29,1,Estudio,4,Tarea Completada,True,4.7
SESSION02387,Preparatoria,Psicología,2024-10-26,35.75,8,Redacción,4,Idea Rezagada,True,4.7
SESSION02388,Universitario,Negocios,2025-04-13,24.83,5,Redacción,3,Tarea Completada,True,2.9
SESSION02389,Preparatoria,Ingeniería,2024-12-30,9.93,2,Ayuda con Tareas,4,Tarea Completada,True,4.4
SESSION02390,Graduado,Matemáticas,2025-04-20,15.73,3,Estudio,4,Idea Rezagada,True,4.2
SESSION02391,Preparatoria,Biología,2025-03-15,14.6,4,Investigación,4,Tarea Completada,True,3.7
SESSION02392,Universitario,Historia,2024-10-13,33.37,8,Estudio,4,Tarea Completada,True,4.8
SESSION02393,Universitario,Historia,2025-05-10,8.14,2,Redacción,3,Tarea Completada,True,3.0
SESSION02394,Preparatoria,Ciencias de la Computación,2024-10-03,12.01,3,Redacción,3,Idea Rezagada,True,3.2
SESSION02395,Preparatoria,Matemáticas,2024-09-19,23.55,9,Programación,3,Tarea Completada,True,2.9
SESSION02396,Graduado,Matemáticas,2024-06-26,27.75,12,Programación,3,Tarea Completada,True,2.4
SESSION02397,Universitario,Historia,2024-09-07,12.39,3,Estudio,1,Tarea Completada,True,1.0
SESSION02398,Universitario,Ingeniería,2024-10-21,48.75,13,Lluvia de Ideas,4,Idea Rezagada,True,5.0
SESSION02399,Graduado,Biología,2025-02-22,52.19,12,Programación,4,Tarea Completada,True,4.7
SESSION02400,Preparatoria,Matemáticas,2025-02-21,7.36,2,Estudio,2,Tarea Completada,True,2.1
SESSION02401,Universitario,Psicología,2024-08-09,6.39,1,Lluvia de Ideas,5,Idea Rezagada,True,5.0
SESSION02402,Preparatoria,Ingeniería,2025-05-30,9.63,2,Programación,2,Idea Rezagada,True,1.7
SESSION02403,Preparatoria,Psicología,2025-03-13,4.71,2,Ayuda con Tareas,4,Gave Up,True,3.8
SESSION02404,Graduado,Biología,2025-06-06,18.72,5,Estudio,2,Tarea Completada,True,1.8
SESSION02405,Universitario,Historia,2025-01-08,10.28,4,Estudio,4,Tarea Completada,True,3.5
SESSION02406,Universitario,Negocios,2025-05-10,11.02,2,Ayuda con Tareas,4,Tarea Completada,True,4.2
SESSION02408,Preparatoria,Matemáticas,2024-07-22,22.42,6,Lluvia de Ideas,3,Idea Rezagada,True,3.8
SESSION02409,Universitario,Ciencias de la Computación,2025-06-18,25.53,7,Programación,3,Tarea Completada,True,3.6
SESSION02411,Universitario,Negocios,2024-08-06,11.02,2,Programación,4,Tarea Completada,True,5.0
SESSION02412,Universitario,Ingeniería,2025-06-13,21.18,8,Ayuda con Tareas,4,Tarea Completada,True,5.0
SESSION02413,Graduado,Ingeniería,2024-12-27,39.22,7,Programación,3,Tarea Completada,True,2.9
SESSION02414,Graduado,Psicología,2025-02-11,30.97,8,Redacción,4,Idea Rezagada,True,3.6
SESSION02415,Universitario,Ingeniería,2024-12-29,9.83,2,Redacción,2,Tarea Completada,True,1.8
SESSION02416,Universitario,Psicología,2024-08-27,9.25,2,Estudio,3,Tarea Completada,True,3.5
SESSION02417,Universitario,Matemáticas,2024-07-12,4.96,2,Programación,2,Confundido,True,1.4
SESSION02418,Universitario,Negocios,2024-09-09,33.04,9,Lluvia de Ideas,3,Confundido,True,1.9
SESSION02419,Universitario,Psicología,2025-01-12,23.46,4,Programación,3,Tarea Completada,True,4.8
SESSION02420,Universitario,Historia,2025-05-13,7.29,2,Programación,3,Idea Rezagada,True,2.9
SESSION02421,Preparatoria,Ciencias de la Computación,2025-03-24,16.42,3,Redacción,2,Tarea Completada,True,2.0
SESSION02422,Universitario,Biología,2024-10-31,75.22,31,Ayuda con Tareas,5,Tarea Completada,True,5.0
SESSION02424,Universitario,Biología,2024-09-23,10.13,4,Redacción,4,Tarea Completada,True,4.7
SESSION02425,Universitario,Ciencias de la Computación,2025-05-13,44.39,17,Redacción,4,Tarea Completada,True,3.0
SESSION02426,Graduado,Historia,2025-04-28,12.64,3,Ayuda con Tareas,2,Tarea Completada,True,3.2
SESSION02427,Preparatoria,Ciencias de la Computación,2024-07-08,19.02,4,Redacción,3,Tarea Completada,True,3.2
SESSION02428,Universitario,Psicología,2024-07-27,20.76,6,Redacción,5,Idea Rezagada,True,4.5
SESSION02429,Graduado,Ciencias de la Computación,2025-05-15,18.88,5,Redacción,1,Tarea Completada,True,2.8
SESSION02430,Preparatoria,Historia,2024-11-12,12.08,3,Ayuda con Tareas,4,Confundido,True,2.8
SESSION02431,Graduado,Psicología,2024-09-13,8.77,2,Ayuda con Tareas,4,Tarea Completada,True,3.3
SESSION02432,Universitario,Biología,2024-11-24,5.86,1,Lluvia de Ideas,4,Idea Rezagada,True,3.0
SESSION02433,Preparatoria,Matemáticas,2024-10-21,32.55,6,Ayuda con Tareas,3,Gave Up,True,2.6
SESSION02434,Universitario,Matemáticas,2024-07-28,28.78,10,Estudio,3,Gave Up,True,3.3
SESSION02435,Universitario,Negocios,2024-10-28,54.77,14,Redacción,5,Idea Rezagada,True,4.1
SESSION02436,Universitario,Biología,2024-10-16,23.48,5,Ayuda con Tareas,3,Tarea Completada,True,4.4
SESSION02437,Universitario,Psicología,2024-12-17,26.62,5,Ayuda con Tareas,5,Tarea Completada,True,4.9
SESSION02438,Universitario,Ciencias de la Computación,2024-08-04,32.28,12,Estudio,4,Confundido,True,3.6
SESSION02439,Universitario,Negocios,2024-10-28,32.05,9,Programación,4,Idea Rezagada,True,4.0
SESSION02440,Universitario,Ingeniería,2025-05-11,25.4,5,Estudio,3,Tarea Completada,True,3.5
SESSION02441,Universitario,Historia,2024-07-19,21.09,4,Estudio,5,Tarea Completada,True,4.3
SESSION02442,Universitario,Biología,2024-09-10,28.76,9,Redacción,5,Gave Up,True,5.0
SESSION02443,Universitario,Psicología,2024-08-04,18.82,17,Ayuda con Tareas,4,Idea Rezagada,True,4.9
SESSION02445,Graduado,Ciencias de la Computación,2025-04-03,17.6,4,Investigación,3,Confundido,True,3.4
SESSION02446,Universitario,Biología,2024-08-30,12.46,5,Ayuda con Tareas,5,Confundido,True,5.0
SESSION02447,Universitario,Ingeniería,2024-11-13,47.52,10,Ayuda con Tareas,4,Tarea Completada,True,2.9
SESSION02448,Universitario,Biología,2025-02-19,12.11,3,Redacción,3,Tarea Completada,True,2.8
SESSION02449,Preparatoria,Matemáticas,2025-06-03,35.54,13,Estudio,3,Confundido,True,3.0
SESSION02450,Universitario,Ciencias de la Computación,2024-09-15,8.91,2,Lluvia de Ideas,4,Tarea Completada,True,4.8
SESSION02451,Universitario,Matemáticas,2025-05-07,38.68,6,Ayuda con Tareas,5,Tarea Completada,True,2.5
SESSION02454,Universitario,Biología,2025-04-02,81.47,33,Programación,4,Confundido,True,3.6
SESSION02455,Graduado,Biología,2025-05-02,11.68,3,Estudio,5,Tarea Completada,True,3.8
SESSION02456,Graduado,Psicología,2025-01-13,19.51,3,Redacción,3,Tarea Completada,True,4.0
SESSION02457,Universitario,Matemáticas,2024-07-31,42.19,8,Redacción,4,Tarea Completada,True,3.2
SESSION02459,Preparatoria,Psicología,2025-04-30,16.3,3,Redacción,4,Idea Rezagada,True,3.6
SESSION02460,Universitario,Historia,2024-12-06,28.9,8,Ayuda con Tareas,3,Tarea Completada,True,4.7
SESSION02461,Universitario,Biología,2024-12-14,13.66,4,Ayuda con Tareas,4,Gave Up,True,3.6
SESSION02462,Universitario,Ingeniería,2025-05-20,12.5,3,Redacción,4,Idea Rezagada,True,4.3
SESSION02463,Graduado,Psicología,2024-10-19,2.71,1,Programación,4,Idea Rezagada,True,4.9
SESSION02464,Universitario,Ingeniería,2024-07-11,25.73,10,Estudio,4,Tarea Completada,True,4.7
SESSION02465,Universitario,Ingeniería,2024-06-30,26.7,6,Ayuda con Tareas,5,Gave Up,True,3.1
SESSION02466,Universitario,Psicología,2025-02-20,24.69,7,Ayuda con Tareas,3,Confundido,True,4.2
SESSION02467,Universitario,Ciencias de la Computación,2024-10-05,6.72,2,Programación,3,Tarea Completada,True,2.6
SESSION02469,Universitario,Biología,2024-08-21,23.28,10,Programación,3,Idea Rezagada,True,2.7
SESSION02470,Universitario,Ingeniería,2025-03-21,24.23,5,Redacción,5,Idea Rezagada,True,5.0
SESSION02472,Graduado,Ciencias de la Computación,2025-02-28,12.14,4,Programación,4,Confundido,True,3.8
SESSION02473,Universitario,Matemáticas,2025-05-01,7.48,2,Ayuda con Tareas,5,Confundido,True,5.0
SESSION02474,Universitario,Historia,2024-08-05,12.89,3,Estudio,4,Idea Rezagada,True,4.7
SESSION02475,Preparatoria,Historia,2024-10-12,11.82,2,Redacción,3,Tarea Completada,True,1.7
SESSION02476,Graduado,Historia,2025-04-18,8.47,1,Redacción,4,Tarea Completada,True,4.6
SESSION02477,Preparatoria,Ciencias de la Computación,2025-04-27,14.63,5,Ayuda con Tareas,2,Confundido,True,1.7
SESSION02478,Universitario,Matemáticas,2024-07-27,7.37,1,Redacción,4,Idea Rezagada,True,4.0
SESSION02479,Universitario,Psicología,2024-07-07,34.45,15,Estudio,4,Tarea Completada,True,3.4
SESSION02480,Universitario,Psicología,2025-04-21,10.72,2,Ayuda con Tareas,4,Idea Rezagada,True,4.0
SESSION02481,Graduado,Negocios,2024-11-08,33.94,7,Estudio,5,Tarea Completada,True,5.0
SESSION02482,Universitario,Ingeniería,2024-08-31,31.73,9,Programación,5,Idea Rezagada,True,5.0
SESSION02483,Graduado,Historia,2024-12-18,8.12,2,Redacción,3,Tarea Completada,True,3.5
SESSION02484,Graduado,Psicología,2024-11-19,40.13,12,Programación,3,Tarea Completada,True,1.5
SESSION02485,Preparatoria,Biología,2024-11-13,2.69,1,Estudio,3,Confundido,True,2.9
SESSION02486,Universitario,Matemáticas,2025-01-15,19.61,9,Ayuda con Tareas,3,Confundido,True,3.5
SESSION02487,Universitario,Psicología,2024-08-10,30.56,13,Investigación,4,Idea Rezagada,True,4.3
SESSION02488,Preparatoria,Matemáticas,2025-03-21,15.84,5,Estudio,3,Confundido,True,4.5
SESSION02489,Universitario,Ciencias de la Computación,2025-02-08,11.44,2,Redacción,3,Idea Rezagada,True,5.0
SESSION02490,Preparatoria,Negocios,2025-01-13,32.62,6,Redacción,2,Tarea Completada,True,3.4
SESSION02491,Graduado,Ciencias de la Computación,2024-12-24,7.04,2,Redacción,3,Idea Rezagada,True,2.3
SESSION02492,Universitario,Matemáticas,2025-01-28,64.14,15,Estudio,4,Idea Rezagada,True,4.3
SESSION02493,Graduado,Ingeniería,2024-07-17,30.51,12,Redacción,2,Tarea Completada,True,1.6
SESSION02494,Universitario,Ciencias de la Computación,2025-02-13,35.03,10,Estudio,4,Idea Rezagada,True,5.0
SESSION02495,Universitario,Biología,2025-04-04,51.32,13,Estudio,4,Tarea Completada,True,3.8
SESSION02498,Universitario,Historia,2025-04-14,2.94,1,Redacción,3,Tarea Completada,True,2.5
SESSION02499,Universitario,Negocios,2024-12-26,18.45,3,Redacción,3,Tarea Completada,True,3.6
SESSION02500,Universitario,Ciencias de la Computación,2024-06-26,12.59,4,Ayuda con Tareas,4,Confundido,True,2.9
SESSION02501,Preparatoria,Biología,2024-10-07,23.78,6,Estudio,2,Tarea Completada,True,2.3
SESSION02503,Universitario,Historia,2024-08-13,15.48,7,Programación,2,Confundido,True,1.5
SESSION02504,Universitario,Historia,2024-09-23,1.83,1,Redacción,3,Idea Rezagada,True,3.0
SESSION02505,Universitario,Ingeniería,2025-05-18,51.78,14,Programación,4,Tarea Completada,True,4.7
SESSION02506,Universitario,Matemáticas,2025-01-09,45.82,9,Ayuda con Tareas,4,Tarea Completada,True,3.4
SESSION02508,Graduado,Negocios,2025-01-26,21.42,4,Redacción,3,Gave Up,True,4.4
SESSION02509,Universitario,Historia,2025-05-22,19.64,6,Estudio,4,Confundido,True,3.1
SESSION02510,Graduado,Negocios,2025-04-17,56.15,15,Estudio,3,Gave Up,True,1.4
SESSION02511,Universitario,Ingeniería,2024-11-06,4.82,1,Ayuda con Tareas,5,Tarea Completada,True,5.0
SESSION02512,Graduado,Psicología,2024-11-27,24.06,9,Ayuda con Tareas,4,Confundido,True,3.0
SESSION02514,Universitario,Historia,2025-06-04,7.8,3,Programación,3,Confundido,True,1.7
SESSION02515,Universitario,Historia,2024-08-16,14.97,3,Redacción,2,Tarea Completada,True,2.4
SESSION02516,Preparatoria,Ingeniería,2025-06-22,32.62,7,Redacción,1,Tarea Completada,True,1.9
SESSION02517,Universitario,Matemáticas,2024-10-30,31.56,15,Redacción,4,Confundido,True,5.0
SESSION02518,Preparatoria,Ingeniería,2024-10-26,37.16,1,Redacción,4,Tarea Completada,True,2.3
SESSION02519,Universitario,Ciencias de la Computación,2025-05-04,24.06,7,Investigación,3,Idea Rezagada,True,1.9
SESSION02520,Preparatoria,Ingeniería,2025-06-13,14.67,3,Redacción,4,Tarea Completada,True,4.1
SESSION02521,Graduado,Psicología,2025-05-04,7.61,2,Investigación,4,Tarea Completada,True,2.2
SESSION02522,Universitario,Negocios,2025-04-21,4.58,1,Ayuda con Tareas,3,Tarea Completada,True,3.5
SESSION02524,Universitario,Psicología,2024-12-02,23.68,6,Lluvia de Ideas,2,Idea Rezagada,True,1.9
SESSION02525,Universitario,Negocios,2024-07-16,13.98,3,Estudio,4,Tarea Completada,True,4.6
SESSION02526,Graduado,Psicología,2024-10-28,7.08,2,Programación,4,Idea Rezagada,True,2.4
SESSION02527,Universitario,Ciencias de la Computación,2025-05-25,12.09,2,Programación,3,Tarea Completada,True,2.5
SESSION02528,Preparatoria,Ingeniería,2025-04-20,34.0,1,Programación,4,Tarea Completada,True,3.5
SESSION02529,Universitario,Ciencias de la Computación,2025-02-05,19.98,8,Programación,2,Confundido,True,1.7
SESSION02530,Preparatoria,Negocios,2025-01-06,12.65,5,Programación,2,Tarea Completada,True,3.3
SESSION02531,Universitario,Matemáticas,2024-12-02,15.5,7,Programación,3,Tarea Completada,True,2.9
SESSION02532,Graduado,Ciencias de la Computación,2025-04-27,11.44,3,Programación,2,Confundido,True,2.3
SESSION02534,Graduado,Matemáticas,2024-12-15,9.56,4,Redacción,3,Idea Rezagada,True,1.6
SESSION02536,Universitario,Negocios,2024-12-12,12.63,6,Estudio,4,Gave Up,True,5.0
SESSION02537,Universitario,Biología,2024-10-10,7.13,3,Programación,1,Gave Up,True,1.0
SESSION02538,Preparatoria,Negocios,2024-10-17,4.64,1,Redacción,3,Tarea Completada,True,2.6
SESSION02539,Preparatoria,Psicología,2025-05-24,12.16,3,Programación,4,Tarea Completada,True,3.7
SESSION02541,Graduado,Matemáticas,2024-08-16,13.14,3,Lluvia de Ideas,3,Confundido,True,1.0
SESSION02543,Graduado,Matemáticas,2025-03-25,17.26,1,Lluvia de Ideas,4,Confundido,True,3.3
SESSION02544,Graduado,Matemáticas,2024-11-02,27.56,7,Redacción,3,Idea Rezagada,True,4.7
SESSION02545,Universitario,Biología,2025-01-08,23.44,2,Redacción,4,Tarea Completada,True,3.1
SESSION02547,Universitario,Matemáticas,2025-04-07,11.54,2,Ayuda con Tareas,5,Confundido,True,5.0
SESSION02548,Universitario,Historia,2025-06-05,32.48,11,Programación,2,Confundido,True,3.6
SESSION02549,Preparatoria,Ingeniería,2025-03-10,12.32,4,Estudio,5,Confundido,True,3.7
SESSION02550,Preparatoria,Ingeniería,2024-12-04,24.57,6,Ayuda con Tareas,4,Idea Rezagada,True,3.9
SESSION02551,Universitario,Ingeniería,2025-01-20,2.25,1,Redacción,5,Idea Rezagada,True,5.0
SESSION02552,Universitario,Matemáticas,2025-01-06,11.33,4,Programación,3,Tarea Completada,True,1.9
SESSION02553,Preparatoria,Ciencias de la Computación,2024-11-02,28.97,12,Estudio,4,Idea Rezagada,True,5.0
SESSION02554,Universitario,Biología,2025-04-04,11.25,2,Lluvia de Ideas,4,Confundido,True,3.5
SESSION02555,Graduado,Matemáticas,2025-02-07,34.6,7,Investigación,3,Idea Rezagada,True,3.1
SESSION02556,Universitario,Psicología,2024-12-04,45.94,12,Ayuda con Tareas,3,Tarea Completada,True,3.4
SESSION02557,Universitario,Negocios,2024-11-12,26.29,9,Redacción,4,Tarea Completada,True,3.5
SESSION02558,Universitario,Ingeniería,2025-04-29,12.54,2,Redacción,4,Idea Rezagada,True,5.0
SESSION02559,Universitario,Historia,2025-05-26,9.17,3,Ayuda con Tareas,3,Tarea Completada,True,2.4
SESSION02560,Universitario,Negocios,2024-10-25,8.12,2,Redacción,4,Gave Up,True,3.9
SESSION02562,Preparatoria,Negocios,2025-03-27,15.56,4,Lluvia de Ideas,4,Idea Rezagada,True,3.5
SESSION02563,Universitario,Ingeniería,2025-05-16,20.05,5,Programación,4,Idea Rezagada,True,4.7
SESSION02566,Universitario,Biología,2024-09-01,9.89,3,Programación,3,Idea Rezagada,True,2.3
SESSION02567,Universitario,Biología,2025-01-04,26.8,8,Redacción,4,Tarea Completada,True,5.0
SESSION02569,Preparatoria,Ciencias de la Computación,2024-10-20,26.67,6,Programación,4,Tarea Completada,True,3.9
SESSION02570,Graduado,Biología,2025-02-17,23.33,7,Estudio,3,Tarea Completada,True,2.4
SESSION02571,Graduado,Biología,2025-06-12,16.65,3,Ayuda con Tareas,4,Idea Rezagada,True,3.3
SESSION02572,Graduado,Biología,2024-08-09,9.35,2,Ayuda con Tareas,5,Tarea Completada,True,4.5
SESSION02574,Preparatoria,Psicología,2025-05-05,9.32,4,Redacción,4,Idea Rezagada,True,4.3
SESSION02576,Graduado,Psicología,2024-12-07,4.66,1,Programación,3,Gave Up,True,2.8
SESSION02578,Universitario,Biología,2024-07-03,15.26,4,Ayuda con Tareas,4,Tarea Completada,True,3.2
SESSION02579,Universitario,Ingeniería,2024-08-15,11.36,2,Redacción,3,Idea Rezagada,True,3.2
SESSION02580,Graduado,Negocios,2025-06-21,14.23,3,Investigación,2,Tarea Completada,True,1.0
SESSION02582,Universitario,Ciencias de la Computación,2024-06-26,9.71,2,Estudio,4,Idea Rezagada,True,4.4
SESSION02583,Preparatoria,Ingeniería,2025-06-01,8.0,2,Estudio,5,Confundido,True,4.7
SESSION02584,Universitario,Ciencias de la Computación,2024-07-09,13.64,2,Estudio,4,Tarea Completada,True,3.8
SESSION02585,Preparatoria,Biología,2024-07-10,20.98,9,Programación,4,Gave Up,True,1.9
SESSION02586,Universitario,Psicología,2024-08-23,7.47,1,Redacción,4,Idea Rezagada,True,4.6
SESSION02588,Universitario,Psicología,2024-10-21,9.81,2,Redacción,3,Tarea Completada,True,2.1
SESSION02589,Universitario,Ingeniería,2024-11-15,37.19,9,Programación,4,Tarea Completada,True,3.6
SESSION02590,Graduado,Psicología,2025-02-27,7.75,1,Programación,3,Idea Rezagada,True,2.3
SESSION02591,Universitario,Matemáticas,2024-10-01,24.74,9,Ayuda con Tareas,4,Tarea Completada,True,3.0
SESSION02592,Universitario,Ingeniería,2025-02-06,29.45,11,Redacción,3,Tarea Completada,True,3.3
SESSION02593,Universitario,Ciencias de la Computación,2025-04-13,3.55,1,Programación,3,Confundido,True,3.5
SESSION02594,Graduado,Psicología,2025-05-31,6.71,2,Redacción,3,Tarea Completada,True,3.7
SESSION02595,Universitario,Ciencias de la Computación,2024-09-22,41.33,8,Redacción,5,Tarea Completada,True,5.0
SESSION02596,Graduado,Ingeniería,2024-07-22,4.33,1,Investigación,3,Confundido,True,2.7
SESSION02597,Graduado,Negocios,2024-09-23,14.39,4,Ayuda con Tareas,2,Tarea Completada,True,1.0
SESSION02598,Universitario,Historia,2024-08-13,9.25,1,Redacción,4,Confundido,True,4.2
SESSION02599,Universitario,Matemáticas,2025-02-28,28.08,6,Redacción,3,Gave Up,True,5.0
SESSION02600,Preparatoria,Ingeniería,2025-05-30,24.43,3,Estudio,4,Tarea Completada,True,4.2
SESSION02601,Graduado,Negocios,2025-05-10,25.13,5,Ayuda con Tareas,1,Tarea Completada,True,1.0
SESSION02602,Universitario,Historia,2025-06-01,4.2,1,Programación,4,Confundido,True,3.3
SESSION02603,Universitario,Negocios,2025-05-11,49.99,12,Programación,3,Tarea Completada,True,2.5
SESSION02604,Preparatoria,Matemáticas,2024-08-07,11.21,2,Lluvia de Ideas,3,Tarea Completada,True,2.6
SESSION02605,Graduado,Negocios,2025-04-30,3.78,1,Ayuda con Tareas,3,Idea Rezagada,True,4.9
SESSION02606,Graduado,Ciencias de la Computación,2024-10-28,3.54,1,Investigación,5,Idea Rezagada,True,4.8
SESSION02607,Preparatoria,Negocios,2025-05-27,8.13,1,Redacción,3,Tarea Completada,True,2.1
SESSION02608,Universitario,Historia,2024-10-25,9.57,4,Lluvia de Ideas,5,Confundido,True,2.6
SESSION02609,Universitario,Psicología,2024-07-20,22.48,6,Ayuda con Tareas,4,Idea Rezagada,True,4.4
SESSION02610,Universitario,Ingeniería,2024-09-12,8.99,1,Estudio,3,Confundido,True,3.5
SESSION02611,Universitario,Ingeniería,2024-06-26,5.92,1,Redacción,5,Tarea Completada,True,4.1
SESSION02612,Universitario,Ciencias de la Computación,2024-10-27,14.47,5,Ayuda con Tareas,2,Gave Up,True,1.0
SESSION02614,Graduado,Biología,2024-12-27,8.05,3,Estudio,4,Tarea Completada,True,4.2
SESSION02615,Universitario,Psicología,2024-07-07,4.63,1,Redacción,3,Idea Rezagada,True,5.0
SESSION02616,Universitario,Matemáticas,2025-01-12,40.95,6,Estudio,3,Tarea Completada,True,2.6
SESSION02617,Universitario,Historia,2024-09-11,10.48,2,Programación,2,Idea Rezagada,True,1.3
SESSION02618,Universitario,Negocios,2025-02-24,3.79,1,Redacción,4,Confundido,True,3.8
SESSION02619,Universitario,Negocios,2025-02-24,7.69,1,Ayuda con Tareas,3,Tarea Completada,True,2.9
SESSION02620,Graduado,Biología,2024-12-06,10.04,4,Programación,4,Tarea Completada,True,2.2
SESSION02622,Universitario,Biología,2025-04-06,20.43,9,Lluvia de Ideas,4,Tarea Completada,True,4.3
SESSION02623,Universitario,Historia,2024-09-02,9.98,3,Estudio,5,Idea Rezagada,True,5.0
SESSION02624,Universitario,Matemáticas,2025-03-15,2.22,1,Redacción,4,Confundido,True,3.7
SESSION02625,Universitario,Negocios,2024-08-01,12.55,4,Programación,4,Idea Rezagada,True,5.0
SESSION02626,Universitario,Historia,2024-10-12,28.46,8,Investigación,5,Confundido,True,4.4
SESSION02627,Universitario,Negocios,2024-10-19,69.81,22,Programación,4,Tarea Completada,True,5.0
SESSION02628,Universitario,Biología,2024-10-12,12.81,3,Redacción,4,Idea Rezagada,True,4.0
SESSION02629,Universitario,Historia,2025-05-20,6.99,1,Programación,3,Tarea Completada,True,2.7
SESSION02630,Preparatoria,Biología,2025-01-11,9.69,3,Programación,4,Confundido,True,2.8
SESSION02631,Universitario,Psicología,2025-01-13,24.72,9,Estudio,3,Tarea Completada,True,2.8
SESSION02632,Universitario,Ciencias de la Computación,2025-02-18,36.35,7,Programación,5,Tarea Completada,True,4.2
SESSION02633,Universitario,Historia,2024-11-19,13.54,4,Redacción,4,Idea Rezagada,True,3.3
SESSION02634,Preparatoria,Matemáticas,2024-11-20,51.88,15,Lluvia de Ideas,4,Idea Rezagada,True,4.4
SESSION02635,Universitario,Psicología,2025-02-06,8.43,3,Programación,3,Idea Rezagada,True,3.4
SESSION02636,Universitario,Historia,2025-02-19,9.89,2,Estudio,2,Confundido,True,1.3
SESSION02637,Universitario,Ciencias de la Computación,2025-03-29,29.75,12,Investigación,3,Tarea Completada,True,2.0
SESSION02638,Preparatoria,Biología,2024-12-31,21.24,4,Estudio,4,Idea Rezagada,True,4.1
SESSION02639,Preparatoria,Matemáticas,2024-08-18,4.21,1,Redacción,4,Idea Rezagada,True,3.2
SESSION02640,Universitario,Negocios,2025-01-04,17.69,4,Estudio,3,Idea Rezagada,True,3.9
SESSION02641,Graduado,Ingeniería,2025-05-20,18.67,4,Redacción,4,Tarea Completada,True,4.6
SESSION02644,Preparatoria,Matemáticas,2024-09-18,13.73,6,Programación,3,Tarea Completada,True,2.4
SESSION02645,Universitario,Negocios,2024-12-05,19.04,1,Redacción,3,Idea Rezagada,True,3.4
SESSION02646,Universitario,Negocios,2024-12-15,22.73,8,Programación,3,Tarea Completada,True,3.6
SESSION02647,Universitario,Negocios,2025-06-08,49.81,11,Investigación,3,Idea Rezagada,True,2.9
SESSION02648,Universitario,Ciencias de la Computación,2025-02-26,19.71,4,Programación,4,Confundido,True,4.2
SESSION02649,Preparatoria,Psicología,2025-04-26,35.88,13,Estudio,3,Idea Rezagada,True,2.2
SESSION02650,Universitario,Ingeniería,2024-12-12,8.48,2,Ayuda con Tareas,3,Idea Rezagada,True,2.9
SESSION02651,Universitario,Historia,2025-03-30,42.19,8,Redacción,3,Tarea Completada,True,2.2
SESSION02652,Universitario,Matemáticas,2024-10-15,10.21,4,Investigación,3,Tarea Completada,True,3.9
SESSION02653,Graduado,Ciencias de la Computación,2025-02-28,34.52,9,Ayuda con Tareas,2,Tarea Completada,True,1.0
SESSION02654,Preparatoria,Biología,2024-12-01,17.28,6,Programación,3,Tarea Completada,True,4.0
SESSION02655,Preparatoria,Ingeniería,2024-08-21,22.2,5,Programación,4,Confundido,True,3.2
SESSION02656,Graduado,Historia,2025-04-10,10.27,3,Redacción,2,Tarea Completada,True,3.2
SESSION02657,Preparatoria,Matemáticas,2024-06-26,8.61,1,Programación,4,Idea Rezagada,True,5.0
SESSION02659,Universitario,Matemáticas,2025-02-18,18.85,4,Ayuda con Tareas,2,Tarea Completada,True,1.0
SESSION02660,Universitario,Negocios,2025-05-18,3.97,9,Estudio,5,Tarea Completada,True,3.6
SESSION02661,Graduado,Historia,2025-01-10,6.11,1,Programación,5,Idea Rezagada,True,3.7
SESSION02663,Universitario,Psicología,2025-03-24,12.68,3,Redacción,4,Tarea Completada,True,5.0
SESSION02664,Universitario,Psicología,2024-08-28,8.94,2,Ayuda con Tareas,4,Tarea Completada,True,5.0
SESSION02665,Universitario,Negocios,2025-06-15,16.06,4,Redacción,4,Tarea Completada,True,3.5
SESSION02666,Graduado,Historia,2024-11-14,20.38,4,Estudio,4,Gave Up,True,2.6
SESSION02667,Universitario,Biología,2024-10-13,2.63,1,Lluvia de Ideas,4,Idea Rezagada,True,4.5
SESSION02668,Universitario,Historia,2024-09-13,23.86,5,Ayuda con Tareas,3,Tarea Completada,True,2.9
SESSION02669,Preparatoria,Psicología,2024-07-21,14.49,20,Estudio,4,Tarea Completada,True,4.1
SESSION02670,Universitario,Negocios,2025-01-14,21.51,4,Redacción,3,Tarea Completada,True,2.9
